site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S3036,487751,244217,2000,8.3,14,1.1,6.99,0.38,63.00863,28.97657,5.67201,0.001885,29,-1.118883543
S3036,487751,244217,2003,8.45,11.85,2,8.425,0.3245,63.00863,28.97657,5.67201,0.00141875,23,-0.880793333
S3036,487751,244217,2006,8.15,12.48,1.22,5.84,0.236,63.00863,28.97657,5.67201,0.0010875,20,-0.442782173
S3046,471429,248764,1991,8.145,9,2.14,6.311509,0.585,62.7907,29.45736,3.100775,0.001817524,23,-1.143435875
S3046,471429,248764,1992,8.165,10.5,1.86,8.169419,0.39,62.7907,29.45736,3.100775,0.002512672,16,-0.714865067
S3046,471429,248764,1994,8.2,13,1.6,8.470035,0.16,62.7907,29.45736,3.100775,0.0044895,14,-0.603791954
S3046,471429,248764,1996,8.3,9.5,1.7,6.942311,0.28,62.7907,29.45736,3.100775,0.002729906,16,-0.473499741
S3046,471429,248764,1997,8.42,11.5,1.85,7.336563,0.405,62.7907,29.45736,3.100775,0.001868211,19,-1.137477585
S3046,471429,248764,1998,8.31,12.8,1.8,6.301653,0.49,62.7907,29.45736,3.100775,0.001788559,21,-0.735424451
S3046,471429,248764,1999,8.3,12.8,1.6,9.48,0.23,62.7907,29.45736,3.100775,0.006097031,24,-0.685195969
S3046,471429,248764,2004,8.29,11.9,2,7.82,0.334,62.7907,29.45736,3.100775,0.002762491,22,-0.732918162
S3046,471429,248764,2006,8.07,12.16,1.35,6.79,0.369,62.7907,29.45736,3.100775,0.002375091,17,-0.230813341
S3046,471429,248764,2007,8.18,11.485,1,6.775,0.2485,62.7907,29.45736,3.100775,0.003026792,25,-0.803908301
S3062,401481,444826,1995,8.265,8.75,1.65,1.48,0.06,0,81.39534884,2.325581395,0.015201845,23,0.668450121
S3062,401481,444826,2000,7.86,5.75,2,3.62,0.05,0,81.39534884,2.325581395,0.011753172,11,0.715782902
S3062,401481,444826,2005,7.85,9.75,1.4,1.59,0.0525,0,81.39534884,2.325581395,0.009411765,16,0.723469808
S3062,401481,444826,2007,7.65,8.95,1.845,1.865,0.0395,0,81.39534884,2.325581395,0.011741638,24,0.689572327
S3064,431852,470904,1996,8.05,8.9,1.6,4.83,0.03,14.51612903,53.22580645,2.419354839,0.003924686,24,0.288013335
S3064,431852,470904,2000,8.05,10.05,2.2,5.285,0.05,14.51612903,53.22580645,2.419354839,0.006271967,32,0.50807799
S3064,431852,470904,2004,8.2,9.75,1.5,4.55,0.0445,14.51612903,53.22580645,2.419354839,0.003987448,34,0.36744054
S3078,352261,528759,2000,7.68,10.7,1.5,0.75,0.0098,0,34.84163,0,0.01072555,25,0.534064238
S3078,352261,528759,2003,7.8,9.8,1.19,0.6677993,0.00266,0,34.84163,0,0.0126183,20,0.324098666
S3078,352261,528759,2004,8.15,11.9,1.225,0.7815,0.01075,0,34.84163,0,0.00977918,21,0.353040724
S3078,352261,528759,2005,7.75,9.15,1.335,0.616,0.007715,0,34.84163,0,0.01236593,22,0.635884652
S3085,351824,517619,2000,7.32,9.05,1.5,0.747,0.01835,0,7.142857,0,0.008363636,23,0.571142733
S3085,351824,517619,2004,7.65,10.25,1.255,0.583,0.0121,0,7.142857,0,0.008454545,18,0.470685892
S3085,351824,517619,2015,7.35,11.35,1.11,0.778,0.0295,0,7.142857,0,0.00930303,24,0.6952704
S3087,314864,521465,2004,7.55,9.7,1.04,0.274,0.001,0,9.677419,0,0.02061719,28,0.683290913
S3087,314864,521465,2006,6.35,10.85,0.25,0.2815,0.001845,0,9.677419,0,0.02925,26,0.545625822
S3087,314864,521465,2007,6.7,10.7,0.25,0.344,0.0012,0,9.677419,0,0.0368125,25,0.635102533
S3087,314864,521465,2015,7.285,10.25,0.25,0.226,0.25,0,9.677419,0,0.03235938,20,0.400386865
S3097,349736,479624,2000,7.87,11.5,1,3.6,0.06,0,85.38462,0,0.01782443,20,0.15336141
S3097,349736,479624,2003,7.75,10.25,1.34,4.445,0.0545,0,85.38462,0,0.01961832,30,0.370268779
S3097,349736,479624,2004,7.9,10.5,1.295,3.645,0.066,0,85.38462,0,0.01240458,33,0.257742974
S3097,349736,479624,2005,7.6,11.3,1.39,3.74,0.045,0,85.38462,0,0.01648855,34,0.128242864
S3097,349736,479624,2006,7.9,10.7,1.5,3.4,0.0665,0,85.38462,0,0.01267176,33,0.029439009
S3097,349736,479624,2007,8.2,12.5,1.24,4.66,0.03285,0,85.38462,0,0.02,31,0.320791728
S3107,331481,524651,2003,7.25,8.85,1.095,0.5655,0.00373,0,6.25,0,0.02017054,26,0.351535529
S3107,331481,524651,2004,7.5,9.15,1.175,0.5265,0.004985,0,6.25,0,0.01229457,29,0.482746925
S3108,336655,503426,2000,7.13,9.55,1,0.35,0.0011,0,1.818182,0,0.04789199,21,0.13529374
S3108,336655,503426,2003,6.7,10.2,1.18,0.4869364,0.00474,0,1.818182,0,0.04090592,24,0.286161603
S3108,336655,503426,2004,7.1,9.9,1.095,0.4115,0.008485,0,1.818182,0,0.02706446,23,0.233812192
S3108,336655,503426,2008,7.15,11.4,1.2,0.411,0.00585,0,1.818182,0,0.04130662,24,0.215060386
S3115,351356,490168,1998,7.715,8.6,1,1.8,0.01,0,54.77387,3.517588,0.02105263,25,0.060479331
S3115,351356,490168,2000,7.785,8.55,1.5,1.315,0.01,0,54.77387,3.517588,0.02746411,20,0.497937556
S3115,351356,490168,2008,7.8,10.9,1.115,1.58,0.0137,0,54.77387,3.517588,0.02796651,24,0.373780996
S3119,347833,558079,2000,7.63,8.15,1.5,2.21,0.035,2.662722,34.61538,0.295858,0.01383742,31,0.392950319
S3119,347833,558079,2003,7.9,9.3,1.43,1.64,0.02215,2.662722,34.61538,0.295858,0.01171548,19,0.664163596
S3119,347833,558079,2004,7.4,10.6,1.4,3.08,0.037,2.662722,34.61538,0.295858,0.005768081,20,0.282587459
S3119,347833,558079,2006,7.7,8.8,1.345,1.685,0.0323,2.662722,34.61538,0.295858,0.01037059,15,0.424937769
S3119,347833,558079,2007,7.9,10.15,1.035,2.7,0.0229,2.662722,34.61538,0.295858,0.0123431,24,0.438058615
S3122,312513,530358,2000,7.665,10.65,1.5,1.915,0.03,0,77.77778,0,0.03860206,26,0.692545787
S3122,312513,530358,2003,7.515,8.3,1.385,1.09,0.0183,0,77.77778,0,0.03308748,23,0.5995255
S3122,312513,530358,2006,7.6,10.15,1.04,1.69,0.0395,0,77.77778,0,0.02253859,26,0.553641518
S3123,304495,505961,2000,7.06,9.6,0.25,0.452,0.0034,0,14.63415,0,0.02767857,19,1.119275189
S3123,304495,505961,2006,7.2,10.3,0.25,0.623,0.0054,0,14.63415,0,0.02020089,30,0.842155429
S3127,313016,497827,2003,6.3,8.45,1.115,0.25,0.00137,0,4.285714,0,0.03518519,19,0.863216722
S3128,326200,523700,2004,7.4,8.8,1.225,0.448,0.00387,0,16.55629,1.324503,0.02212766,23,0.687806867
S3132,307017,515687,2007,7.3,10.15,0.25,0.394,0.00205,0,6.382979,0,0.03959276,24,0.946485473
S3132,307017,515687,2008,7.55,10.35,0.25,0.285,0.00125,0,6.382979,0,0.03687783,21,0.988541061
S3154,357617,427626,2000,8.19,12.2,2.6,2.48,0.35,0,50.81967,30.32787,0.01773438,9,-0.470293668
S3154,357617,427626,2002,8.265,9.35,2.595,2.935,0.33,0,50.81967,30.32787,0.01984375,11,-0.404655469
S3154,357617,427626,2003,8.1,10.6,3.14,2.52,0.355,0,50.81967,30.32787,0.01789063,6,-0.449231032
S3154,357617,427626,2004,8.25,9.6,2.66,2.91,0.28,0,50.81967,30.32787,0.01273437,12,-0.810393364
S3154,357617,427626,2006,8.02,12.35,1.62,4.775,0.423,0,50.81967,30.32787,0.01421875,9,-0.564408482
S3154,357617,427626,2007,8.075,10.25,2.07,3.875,0.2845,0,50.81967,30.32787,0.01820313,13,-0.556341807
S3159,338734,556967,2000,7.9,8.7,1.5,2.24,0.05,6.151832,51.7452,1.308901,0.0167658,22,0.159320122
S3159,338734,556967,2003,7.9,9.85,1.515,2.135,0.0419,6.151832,51.7452,1.308901,0.01610321,21,0.527348025
S3159,338734,556967,2004,7.9,10.4,1.66,1.96,0.0353,6.151832,51.7452,1.308901,0.008596108,20,0.321195283
S3159,338734,556967,2005,8,10.4,1.37,1.575,0.0415,6.151832,51.7452,1.308901,0.01535972,15,0.724240941
S3159,338734,556967,2006,8,10.85,1.39,2.19,0.0459,6.151832,51.7452,1.308901,0.01251257,22,0.273069934
S3164,350349,436402,2004,7.9,11.1,3.645,5.985,0.5755,0,100,0,0.004451411,22,-0.362950115
S3173,370431,439172,1999,7.98,9.7,2,0.9,0.02,0,50,0,0.02398467,25,0.688931318
S3173,370431,439172,2002,8.1,10.55,1.845,0.891,0.01985,0,50,0,0.01862069,24,0.554618074
S3173,370431,439172,2003,8.25,9.8,1.365,0.8775,0.0211,0,50,0,0.01601533,26,0.4631234
S3173,370431,439172,2004,8,7.7,1.74,1,0.0232,0,50,0,0.01063218,25,0.118656091
S3173,370431,439172,2005,8.1,9.7,1.63,0.727,0.035,0,50,0,0.01708812,25,0.486879255
S3173,370431,439172,2006,8.11,10.15,1.395,0.6845,0.027,0,50,0,0.01264368,24,0.331359361
S3173,370431,439172,2007,8.35,9.55,1.38,1.42,0.02125,0,50,0,0.01739464,18,0.84964134
S3173,370431,439172,2009,8.16,8.25,1.6,0.616,0.0188,0,50,0,0.02111111,27,0.537607132
S3173,370431,439172,2010,8.355,11.145,1.75,0.526,0.021,0,50,0,0.01659004,23,0.446865449
S3176,307200,540600,2000,7.385,10.5,3.785,7.215,0.545,50,50,0,0.01734375,14,-0.604909387
S3176,307200,540600,2005,7.4,11.1,2.07,9.71,0.204,50,50,0,0.0146875,15,0.111407827
S3181,321545,530990,2000,7.16,8.8,1,0.339,0.0095,0,39.13043,0,0.04123967,20,1.042577766
S3181,321545,530990,2004,7,9.2,1,0.293,0.0116,0,39.13043,0,0.02062121,24,1.119535264
S3199,367759,574291,2005,7.6,11.4,1.77,0.196,0.011,0,0,0,0.008666667,24,0.723739526
S3207,375373,511036,2000,8.24,6.8,1,1.28,0.01,0,41.02564,0,0.01959654,23,0.619141581
S3207,375373,511036,2003,7.9,7.5,1.095,1.12,0.0078,0,41.02564,0,0.01585014,16,0.497348164
S3207,375373,511036,2005,8.3,10.5,1.1,1.11,0.01,0,41.02564,0,0.01613833,23,0.663801592
S3208,330672,484861,2000,7.34,12,1,0.54,0.0013,0,20.43011,0,0.04568493,20,0.661724611
S3208,330672,484861,2003,7.2,10.1,1.1,0.5761358,0.0017,0,20.43011,0,0.04547945,23,0.535497825
S3208,330672,484861,2004,7.4,10.2,1.105,0.5295,0.001715,0,20.43011,0,0.03315068,27,0.586890127
S3208,330672,484861,2005,7.25,10.5,1.05,0.476,0.0035,0,20.43011,0,0.04027397,26,0.365494549
S3218,367892,354795,2000,8.01,11.9,1.68,6.6,0.25,50,28.94737,21.05263,0.007826321,10,-0.673900434
S3218,367892,354795,2003,7.8,11.4,1.68,5.87,0.189,50,28.94737,21.05263,0.006903991,13,-0.470644296
S3218,367892,354795,2006,7.95,11.25,1.795,4.615,0.1495,50,28.94737,21.05263,0.005037756,10,-0.327065696
S3227,338326,398886,2000,7.39,10.6,4,10.7,3.93,31.68317,1.980198,61.38614,0.01254162,10,-0.805073888
S3227,338326,398886,2004,7.6,13.1,3.19,12.7,2.92,31.68317,1.980198,61.38614,0.009611543,11,-0.701341466
S3234,347030,524557,2003,7.6,9.1,1.27,0.25,0.0018,0,14.47368,0,0.04013793,20,0.305505529
S3234,347030,524557,2004,7.8,10.4,1.195,0.285,0.001355,0,14.47368,0,0.02027586,18,0.460890522
S3234,347030,524557,2007,7.8,10.35,1,0.3785,0.00325,0,14.47368,0,0.03937931,26,0.448253443
S3238,361059,472678,2004,8,7.95,1.44,1.6,0.0308,0,40,0,0.007246479,23,0.389350822
S3238,361059,472678,2005,8.3,12.75,1.025,1.605,0.039,0,40,0,0.0118662,20,0.739325496
S3238,361059,472678,2008,8.3,9.3,1.05,1.4,0.0243,0,40,0,0.01344718,16,0.64247007
S3247,338125,493607,2000,7.37,10.3,1.43,0.59,0.01,0,39.13043,0,0.03264706,15,0.84877881
S3247,338125,493607,2003,7.25,10.8,1.685,0.536,0.005505,0,39.13043,0,0.03171123,21,0.877651074
S3247,338125,493607,2004,7.3,12.7,1.29,0.604,0.0107,0,39.13043,0,0.02224599,19,0.813251498
S3247,338125,493607,2005,7.39,12.5,1.67,0.488,0.005,0,39.13043,0,0.02748663,25,0.786639611
S3247,338125,493607,2006,7.2,11,1.27,0.674,0.0072,0,39.13043,0,0.02524064,24,0.575441282
S3247,338125,493607,2008,7.4,9.8,1.38,0.549,0.0037,0,39.13043,0,0.03013369,23,0.590609536
S3250,351307,464710,1999,7.645,7.8,1.5,1.555,0.02,0,44.23828,0,0.02695829,23,0.466585222
S3250,351307,464710,2004,8,9.65,1.455,1.12,0.02135,0,44.23828,0,0.01215666,17,0.191667258
S3250,351307,464710,2005,7.9,8.5,1.25,1.14,0.016,0,44.23828,0,0.01739573,17,0.675875349
S3250,351307,464710,2006,7.7,11.8,1.29,1.06,0.021,0,44.23828,0,0.01353001,21,0.191633332
S3250,351307,464710,2007,8.1,9.5,1.15,1.4,0.012,0,44.23828,0,0.02034588,22,0.34809348
S3250,351307,464710,2008,8,12.3,1.13,1.155,0.01695,0,44.23828,0,0.01943032,19,0.797131795
S3252,348765,442954,1999,7.37,9.6,1.5,1.16,0.045,0,56.37584,0.6711409,0.02157895,16,0.63892336
S3252,348765,442954,2000,7.485,11.8,1.5,0.718,0.0355,0,56.37584,0.6711409,0.01451754,20,0.071772797
S3255,352300,494300,1998,7.845,8.35,1,2.24,0.01,0,68.75,0,0.01598784,22,0.5859638
S3255,352300,494300,2000,7.93,8.8,1.465,1.795,0.01,0,68.75,0,0.02262158,22,0.67905812
S3255,352300,494300,2003,7.4,9,1.43,1.85,0.0164,0,68.75,0,0.02495441,23,0.569693917
S3255,352300,494300,2004,7.95,7.9,1.4,1.81,0.0116,0,68.75,0,0.0156003,25,0.594619629
S3255,352300,494300,2005,7.9,10,1.02,1.96,0.017,0,68.75,0,0.01980243,21,0.799838413
S3255,352300,494300,2006,8,9.7,1.2,1.79,0.0158,0,68.75,0,0.01644377,21,0.885844194
S3256,348802,439831,1999,7.645,9.2,2,1.865,0.09,0,100,0,0.01990625,13,-0.593691871
S3256,348802,439831,2000,7.79,8.8,1.5,1.74,0.06,0,100,0,0.0135,14,-0.498667595
S3256,348802,439831,2005,8.1,10.6,1.39,1.14,0.065,0,100,0,0.0135625,16,-0.26813947
S3256,348802,439831,2008,8.05,12.45,1.355,1.43,0.0915,0,100,0,0.01335937,18,-0.301221248
S3257,348258,455394,1999,7.57,9.2,2.5,1.95,0.05,0,76,0,0.018,17,-0.013778813
S3257,348258,455394,2004,7.9,10.6,1.96,1.64,0.0568,0,76,0,0.007157895,21,-0.062862968
S3257,348258,455394,2005,7.8,10.2,2.03,1.79,0.0609,0,76,0,0.01182456,16,0.026760672
S3257,348258,455394,2006,7.75,11.7,1.515,1.98,0.0918,0,76,0,0.008666667,18,-0.502911753
S3257,348258,455394,2009,7.8,10.1,2,1.37,0.07,0,76,0,0.01508772,29,0.437361031
S3259,352854,471920,2004,7.9,13.25,1.565,1.2,0.0177,0,92,0,0.003895833,28,0.199687538
S3259,352854,471920,2006,7.9,12.6,1.49,1.08,0.017,0,92,0,0.0045625,24,0.168591154
S3264,351334,495975,1998,7.45,8.35,1,0.69,0.00544,0,39.39394,0,0.02439306,22,0.596491055
S3264,351334,495975,2000,7.4,9.2,1,0.635,0.0037,0,39.39394,0,0.03265896,21,0.904605846
S3264,351334,495975,2004,7.8,8,1.1,0.817,0.0035,0,39.39394,0,0.02007225,23,0.946534367
S3264,351334,495975,2005,7.6,9.8,1.01,0.64,0.006,0,39.39394,0,0.0266185,18,1.237382385
S3265,346131,441098,1999,7.39,10.4,2,2.135,0.24,1.37457,73.88316,0.6872852,0.01756364,23,0.284944547
S3265,346131,441098,2000,7.68,14.7,1.5,1.54,0.31,1.37457,73.88316,0.6872852,0.01218182,15,0.223735374
S3265,346131,441098,2003,7.4,9.4,2.145,2.03,0.245,1.37457,73.88316,0.6872852,0.01203636,20,-0.080146873
S3265,346131,441098,2004,7.6,8.6,2.03,2.24,0.184,1.37457,73.88316,0.6872852,0.007345455,21,-0.029969383
S3265,346131,441098,2007,7.85,9.6,1.62,2.23,0.145,1.37457,73.88316,0.6872852,0.01229091,19,0.298887092
S3265,346131,441098,2010,8,10.35,1.9,1.235,0.139,1.37457,73.88316,0.6872852,0.01061818,23,0.297646794
S3265,346131,441098,2011,7.65,9.9,1.65,1.435,0.1525,1.37457,73.88316,0.6872852,0.009854545,24,0.243735669
S3265,346131,441098,2012,7.7,12.8,1.6,1.29,0.152,1.37457,73.88316,0.6872852,0.01376364,24,0.224513434
S3265,346131,441098,2013,7.6,9.2,2,1.03,0.144,1.37457,73.88316,0.6872852,0.01887273,27,0.295963272
S3265,346131,441098,2014,7.72,9.9,2.32,1.3,0.162,1.37457,73.88316,0.6872852,0.009927273,32,0.35936413
S3265,346131,441098,2015,7.9,13.4,1.84,1.41,0.17,1.37457,73.88316,0.6872852,0.009745455,29,0.17659596
S3265,346131,441098,2016,7.77,10.9,1.54,1.32,0.176,1.37457,73.88316,0.6872852,0.01218182,22,0.399391215
S3268,336743,486431,2003,7.5,10.6,1.1,0.5298113,0.00258,0,15.2,2.4,0.04011741,24,0.47227036
S3268,336743,486431,2004,7.65,10.95,1.095,0.346,0.00212,0,15.2,2.4,0.02828138,21,0.075835466
S3268,336743,486431,2005,7.2,11.9,1.11,0.3955,0.003,0,15.2,2.4,0.03624696,22,0.295651099
S3268,336743,486431,2006,7.5,10.85,1.16,0.434,0.0042,0,15.2,2.4,0.0329919,26,0.272468659
S3268,336743,486431,2007,8,11.7,1.03,0.5115,0.005,0,15.2,2.4,0.0440081,26,0.262177358
S3268,336743,486431,2008,7.65,11.2,0.25,0.431,0.0044,0,15.2,2.4,0.04540486,22,0.474826563
S3277,374375,406921,2000,7.58,10.1,2.5,1.24,0.1,4.225352,22.53521,36.61972,0.01513793,16,-0.057766711
S3277,374375,406921,2001,7.6,9.6,2.13,1.04,0.095,4.225352,22.53521,36.61972,0.01441379,12,-0.578943545
S3277,374375,406921,2002,7.7,9.8,2.8,1.08,0.088,4.225352,22.53521,36.61972,0.01268966,18,-0.043563348
S3277,374375,406921,2003,7.5,8.2,2.67,0.973,0.101,4.225352,22.53521,36.61972,0.01206897,16,0.027888933
S3277,374375,406921,2004,7.55,11.3,2.84,1.1,0.175,4.225352,22.53521,36.61972,0.009172414,22,-0.170381004
S3277,374375,406921,2005,7.5,10.25,2.245,1.1,0.1085,4.225352,22.53521,36.61972,0.01234483,17,-0.213543164
S3277,374375,406921,2006,7.6,10.9,2.9,1.1,0.06,4.225352,22.53521,36.61972,0.008896552,18,-0.114726131
S3277,374375,406921,2007,7.5,11.4,1.72,1.14,0.05185,4.225352,22.53521,36.61972,0.012,22,-0.210266066
S3278,343104,374544,2002,7.9,12.35,2.15,8.935,0.533,53.04878,41.46341,1.219512,0.00625,21,-0.512839862
S3278,343104,374544,2003,7.7,8.7,2.11,7.58,0.501,53.04878,41.46341,1.219512,0.005628205,21,-0.231980445
S3278,343104,374544,2004,7.7,12.4,1.43,8.05,0.59,53.04878,41.46341,1.219512,0.003733974,21,-0.350126635
S3278,343104,374544,2005,7.7,10.2,1.835,7.34,0.5575,53.04878,41.46341,1.219512,0.004044872,21,-0.450498576
S3278,343104,374544,2006,7.8,10.4,1.93,8.17,0.396,53.04878,41.46341,1.219512,0.004,26,-0.707229316
S3278,343104,374544,2007,7.55,10.95,1.76,7.68,0.4345,53.04878,41.46341,1.219512,0.00549359,23,-0.400149504
S3281,347353,411743,2003,7.9,12,1.68,2.72,0.081,60,0,40,0.01388889,13,-0.376096432
S3281,347353,411743,2006,8.005,9.3,2.145,2.445,0.097,60,0,40,0.01131313,14,-0.290759709
S3282,350053,361605,2000,7.945,11.55,2.01,9.04,0.5365,48.88889,44.44444,0,0.006928571,19,-0.408347346
S3282,350053,361605,2005,7.8,10.65,1.905,8.945,0.382,48.88889,44.44444,0,0.004102041,24,-0.300822409
S3282,350053,361605,2006,7.9,11.3,2,9.4,0.432,48.88889,44.44444,0,0.004918367,21,-0.49851972
S3282,350053,361605,2007,7.6,10.8,2.09,9.035,0.4195,48.88889,44.44444,0,0.007673469,23,-0.488688267
S3282,350053,361605,2019,7.94,12.6,1.175,7.18,0.243,48.88889,44.44444,0,0.01116327,23,-0.359053269
S3286,346820,370610,2000,7.675,12.1,2.035,10.98,0.26,50,34.375,3.125,0.005970874,19,-0.395802102
S3286,346820,370610,2002,7.65,11.55,2.285,9.8,0.235,50,34.375,3.125,0.006456311,19,-0.26808317
S3286,346820,370610,2005,7.8,10.2,2.06,8.785,0.2045,50,34.375,3.125,0.006537217,13,-0.195974537
S3286,346820,370610,2007,7.7,11.9,1.4,9.69,0.159,50,34.375,3.125,0.008786408,25,-0.233174852
S3297,340740,573185,2000,7.945,8.75,1.75,2.47,0.075,0,87.5,0,0.02205051,19,0.455024195
S3297,340740,573185,2003,7.7,8.6,2.625,1.15,0.125,0,87.5,0,0.02478788,19,0.843103501
S3297,340740,573185,2006,8,9.3,1.02,1.83,0.054,0,87.5,0,0.01660808,21,0.602051266
S3300,385786,397815,2000,7.88,10.5,3,4.06,0.93,3.703704,25.92593,66.66667,0.008269565,9,0.009665809
S3300,385786,397815,2003,7.8,10.55,2.39,4.105,0.6675,3.703704,25.92593,66.66667,0.007513043,7,-0.2190516
S3300,385786,397815,2004,7.85,11.05,2.265,4.55,0.7875,3.703704,25.92593,66.66667,0.005191304,7,-0.572449913
S3300,385786,397815,2005,7.8,9.6,2.415,3.665,0.506,3.703704,25.92593,66.66667,0.008278261,9,-0.185060988
S3300,385786,397815,2006,7.9,11.4,2.33,3.71,0.5465,3.703704,25.92593,66.66667,0.006486957,16,-0.341356612
S3300,385786,397815,2008,7.95,11.65,2.92,3.875,0.5535,3.703704,25.92593,66.66667,0.006434783,8,-0.345739403
S3300,385786,397815,2014,8.035,10.9,3.4,4.315,0.546,3.703704,25.92593,66.66667,0.00666087,14,-0.317127827
S3317,469594,478171,2000,7.99,9.8,1.85,8.11,0.115,59.45945946,25.67567568,0,0.013091747,23,0.128879046
S3317,469594,478171,2002,8.15,7.4,2,8.22,0.101,59.45945946,25.67567568,0,0.015374948,27,0.295461002
S3317,469594,478171,2008,8.05,11.15,1.45,6.56,0.0975,59.45945946,25.67567568,0,0.010808546,29,0.347358917
S3317,469594,478171,2009,7.85,8.555,1.1,5.525,0.047,59.45945946,25.67567568,0,0.015877671,29,0.362338995
S3341,396277,390201,2000,7.65,12.3,1.9,2.95,0.36,2.222222,55.55556,6.111111,0.01554645,12,0.44334183
S3341,396277,390201,2007,7.5,10.2,1.68,2.41,0.2205,2.222222,55.55556,6.111111,0.01781421,15,0.442027243
S3342,392648,388956,2000,7.82,10.3,2.42,1.78,0.31,0,36.36364,63.63636,0.02067308,10,-0.501950148
S3342,392648,388956,2003,7.7,12.6,2.925,1.385,0.314,0,36.36364,63.63636,0.01217949,11,-0.40481156
S3342,392648,388956,2006,7.65,11.75,2.435,1.4,0.323,0,36.36364,63.63636,0.01205128,10,-0.598699879
S3344,390016,391311,2000,7.48,10.65,3,5.54,1.31,0.6944444,17.36111,31.25,0.02173333,13,-0.384354076
S3344,390016,391311,2001,7.515,10.15,2.585,4.965,1.435,0.6944444,17.36111,31.25,0.02493333,12,-0.36802406
S3344,390016,391311,2002,7.55,9.9,2.965,5.68,1.75,0.6944444,17.36111,31.25,0.018,8,-0.554686086
S3344,390016,391311,2004,7.45,11.9,2.7,8.51,1.55,0.6944444,17.36111,31.25,0.0143,10,-0.326090172
S3344,390016,391311,2005,7.2,10.6,2.73,6.46,1.38,0.6944444,17.36111,31.25,0.01866667,6,-0.317897028
S3344,390016,391311,2006,7.35,10.45,5.04,8.685,1.48,0.6944444,17.36111,31.25,0.01526667,8,-0.479324203
S3344,390016,391311,2009,7.65,8.55,3.05,4.425,0.5135,0.6944444,17.36111,31.25,0.02406667,11,-0.114790576
S3344,390016,391311,2013,7.7,10.1,2.2,5.36,0.584,0.6944444,17.36111,31.25,0.0248,11,-0.058362997
S3357,364816,490979,2000,8.13,11,1.49,0.48,0.0096,0,31.57895,0,0.02495434,18,0.606351034
S3357,364816,490979,2003,7.8,9.75,1.05,0.6635,0.007195,0,31.57895,0,0.02429224,22,0.369162799
S3357,364816,490979,2004,7.9,8.5,1.22,0.548,0.006,0,31.57895,0,0.01541096,22,0.497991202
S3357,364816,490979,2005,8.05,9.55,1.045,0.4345,0.006,0,31.57895,0,0.01931507,24,0.663007744
S3358,359544,431092,2005,8.2,9.15,1.8,1.845,0.292,0,87.5,12.5,0.01545852,22,0.138229225
S3360,372641,440478,2000,8.34,11.1,1.5,1.21,0.05,0,66.66667,9.52381,0.01625548,14,0.177443904
S3360,372641,440478,2005,8.3,10.3,1.68,1.36,0.139,0,66.66667,9.52381,0.01399781,15,0.142283619
S3368,365648,362544,2000,7.81,10.55,2.75,9.49,0.505,36.04651,59.30233,3.488372,0.007926045,14,-0.242550808
S3368,365648,362544,2005,7.75,10.05,3.65,7.865,0.651,36.04651,59.30233,3.488372,0.006350482,18,0.116001897
S3368,365648,362544,2008,7.8,13.2,3,8.2,0.439,36.04651,59.30233,3.488372,0.006840836,19,0.036513139
S3372,301166,506022,2004,8.05,10.4,1.38,1.36,0.0097,5.806452,44.51613,2.580645,0.01569721,22,0.404031845
S3384,389481,381275,2000,7.65,11.2,1.75,2.685,0.18,0,88.88889,11.11111,0.01441379,11,-0.092959267
S3384,389481,381275,2005,7.2,10.4,1.39,2.27,0.138,0,88.88889,11.11111,0.01462069,15,-0.070729362
S3384,389481,381275,2009,7.6,11.4,1.3,2.065,0.048,0,88.88889,11.11111,0.01406897,11,0.035217531
S3393,382297,457286,2005,8.1,9.7,1.24,1.25,0.026,0,100,0,0.01490196,21,-0.079114837
S3405,362093,344072,2000,7.94,12.1,1.5,10.11,0.34,4.347826,95.65217,0,0.006328502,11,-0.34933779
S3405,362093,344072,2005,7.9,9.4,1.745,11.6,0.318,4.347826,95.65217,0,0.003917874,20,-0.22974433
S3407,358658,393521,2000,7.765,12.25,2.44,2.565,0.09,50,0,50,0.01097403,12,-0.549009139
S3407,358658,393521,2002,7.725,11.55,2.415,2.195,0.097,50,0,50,0.01194805,13,-0.7279793
S3407,358658,393521,2003,7.75,13.45,1.755,2.27,0.068,50,0,50,0.01227273,15,-0.606446377
S3407,358658,393521,2004,7.9,12.25,2.42,2.465,0.0955,50,0,50,0.008246753,11,-0.512600699
S3407,358658,393521,2005,7.9,10.9,1.94,2.45,0.097,50,0,50,0.01097403,13,-0.393470809
S3407,358658,393521,2006,7.7,12.9,1.96,2.39,0.083,50,0,50,0.008896104,14,-0.396323317
S3408,337077,504539,1999,6.95,9.2,1,0.365,0.0061,0,3.773585,0,0.04751562,20,0.513192023
S3408,337077,504539,2000,7.065,9.9,1,0.37,0.00545,0,3.773585,0,0.04328125,21,0.619377681
S3408,337077,504539,2004,7.05,9.3,1.16,0.3965,0.00424,0,3.773585,0,0.02382031,21,0.645793349
S3408,337077,504539,2005,6.75,9.85,1.03,0.3405,0.006005,0,3.773585,0,0.03009375,25,0.594457814
S3431,386460,363525,2000,7.93,9.3,2,5.535,1.055,0,86.2069,13.7931,0.01334483,14,-0.22853622
S3431,386460,363525,2006,8,11.15,1.875,6.885,0.7215,0,86.2069,13.7931,0.01068966,9,0.327223841
