site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S10,201400,68600,1991,7.05,12.25,1.55,2.9,0.215,24.88263,51.17371,2.816901,0.01064176,30,0.361726841
S10,201400,68600,1992,7.25,10.25,1,3.08,0.11,24.88263,51.17371,2.816901,0.01689895,27,0.50784608
S10,201400,68600,1995,7.55,11.5,1.05,2.935,0.06,24.88263,51.17371,2.816901,0.0285249,32,0.554318328
S10,201400,68600,1997,7.5,10.8,1.1,3.035,0.07,24.88263,51.17371,2.816901,0.0150431,26,0.4099066
S10,201400,68600,2000,7.55,9.3,1.2,3.16,0.04,24.88263,51.17371,2.816901,0.01863506,27,0.459186557
S14,183000,59280,1995,7.8,11.3,1.15,6.72,0.03,80,20,0,0.01778049,27,0.662314283
S14,183000,59280,1997,7.65,10.3,1.2,5.52,0.055,80,20,0,0.009804878,26,0.38622306
S14,183000,59280,2000,7.725,11.05,1,5.83,0.035,80,20,0,0.00995122,27,0.80390503
S14,183000,59280,2002,7.44,12.295,1.3,5.5,0.056,80,20,0,0.009317073,28,0.719425243
S14,183000,59280,2004,7.395,11.905,1.1,5.245,0.06,80,20,0,0.006719512,29,0.652684217
S14,183000,59280,2005,7.545,12.225,1.15,5.72,0.0385,80,20,0,0.0114878,32,0.625876017
S14,183000,59280,2007,7.78,14.3,0.25,5.42,0.0735,80,20,0,0.008609756,25,0.803559121
S26,347081,176141,1995,7.85,10.05,1.85,3.94,0.08,15.78947,42.10526,21.05263,0.01180258,22,-0.954389332
S26,347081,176141,2000,7.75,8.85,1.45,3.465,0.056,15.78947,42.10526,21.05263,0.01186695,21,-0.8739825
S28,346696,162093,1995,8.1,11.7,1.4,5.05,0.21,27.5,67.5,0,0.01084084,30,0.165640296
S28,346696,162093,2000,8.1,10.6,1.65,5.18,0.23,27.5,67.5,0,0.009857357,25,0.138420254
S28,346696,162093,2004,7.96,11.94,1.35,3.475,0.3625,27.5,67.5,0,0.005345345,31,0.003209259
S28,346696,162093,2005,7.975,12.175,1.305,6.07,0.223,27.5,67.5,0,0.006306306,27,-0.041843406
S28,346696,162093,2007,8.05,11.5,1.2,5.02,0.305,27.5,67.5,0,0.006996997,26,0.096211461
S28,346696,162093,2008,8.14,11.6,1.1,4.33,0.235,27.5,67.5,0,0.008753754,35,0.000675899
S28,346696,162093,2009,8.095,9.935,1.3,3.42,0.1415,27.5,67.5,0,0.01054054,31,0.034392083
S28,346696,162093,2010,8.09,13.52,1.2,3.19,0.317,27.5,67.5,0,0.005735736,35,-0.11884107
S28,346696,162093,2012,7.995,11.95,1.15,3.145,0.294,27.5,67.5,0,0.004151652,34,-0.155825535
S28,346696,162093,2013,8.03,13,1.1,2.6,0.134,27.5,67.5,0,0.01936937,28,-0.127348453
S33,346059,114461,1995,8.1,11.65,1.5,5.585,0.575,55.40541,37.83784,2.702703,0.009224599,28,-0.402946953
S33,346059,114461,1998,8.05,12.8,1.8,5.94,0.62,55.40541,37.83784,2.702703,0.006163102,30,-0.426615335
S33,346059,114461,2000,8.05,10.7,1.65,5.51,0.5835,55.40541,37.83784,2.702703,0.007800802,28,-0.270066763
S33,346059,114461,2004,7.89,10.545,1.5,5.905,0.4605,55.40541,37.83784,2.702703,0.004893048,17,-0.560090524
S33,346059,114461,2007,8,12.29,1.4,5.25,0.51,55.40541,37.83784,2.702703,0.005534759,28,-0.453364221
S35,357310,116000,1995,8.1,10.85,1.8,4.905,0.25,34.4186,52.09302,8.372093,0.007053027,30,-0.306344395
S35,357310,116000,2000,8.1,11.3,1.85,5.72,0.2375,34.4186,52.09302,8.372093,0.006778508,29,-0.340521285
S35,357310,116000,2005,7.96,12.385,1.4,4.535,0.409,34.4186,52.09302,8.372093,0.005251056,25,-0.311397111
S35,357310,116000,2006,8.03,12.175,1.53,4.625,0.413,34.4186,52.09302,8.372093,0.004458001,30,-0.469417298
S36,335830,119580,1998,8.05,10.2,2.2,6.52,0.94,67.3913,27.17391,3.26087,0.008612653,25,-0.791736537
S36,335830,119580,2000,8.125,11.7,1.85,5.58,0.9665,67.3913,27.17391,3.26087,0.01005549,29,-0.547095157
S36,335830,119580,2006,7.865,12.37,2,6.94,0.4595,67.3913,27.17391,3.26087,0.008390677,25,-0.486937292
S45,348160,130710,1995,7.9,12.8,1.9,7.3,0.47,70,25.55556,1.111111,0.00598301,30,-0.585524403
S45,348160,130710,1998,7.95,12.4,2.4,7.08,0.63,70,25.55556,1.111111,0.003118932,26,-0.683369008
S45,348160,130710,2000,7.9,11.7,1.9,6.56,0.41,70,25.55556,1.111111,0.006456311,25,-0.465652639
S45,348160,130710,2006,7.81,11.94,1.62,7.2,0.523,70,25.55556,1.111111,0.003847087,22,-0.733891171
S46,324366,138773,1995,8.05,11.75,2.25,4.425,0.075,30.30303,36.36364,0,0.01484076,26,0.071393993
S46,324366,138773,2000,8.2,12.5,1.5,4.09,0.06,30.30303,36.36364,0,0.01254777,24,0.182562522
S63,312680,121450,1995,8.1,9.8,1.8,6.74,0.13,22.72727,54.54545,9.090909,0.01258741,18,-0.051108798
S63,312680,121450,2000,8.1,11,1.5,7.18,0.12,22.72727,54.54545,9.090909,0.01241259,25,0.172631548
S63,312680,121450,2005,7.96,11.04,2.1,6.5,0.134,22.72727,54.54545,9.090909,0.008898601,24,0.402692103
S64,320680,125010,1995,8,10.9,1.65,6.78,0.225,31.86275,63.23529,1.960784,0.01267327,18,0.268366459
S64,320680,125010,2006,7.97,12.37,1.43,6.94,0.235,31.86275,63.23529,1.960784,0.007871287,28,0.132359105
S64,320680,125010,2008,8.17,13.2,1.4,6.42,0.2,31.86275,63.23529,1.960784,0.01019802,21,0.03191139
S66,319101,128054,1995,8.1,11.5,1.5,8.515,0.195,51.85185,44.44444,0,0.01269932,29,-0.116930721
S66,319101,128054,1998,8.2,11.1,1.6,8.97,0.26,51.85185,44.44444,0,0.01107062,22,-0.057343561
S66,319101,128054,2000,8.2,12,1.4,8.12,0.117,51.85185,44.44444,0,0.01165148,25,0.044626149
S66,319101,128054,2006,8.12,11.71,1.84,7.18,0.31,51.85185,44.44444,0,0.007551253,27,-0.167675758
S71,209980,63600,1992,7.1,10.8,1.1,1.7,0.01,15.15152,64.24242,0.6060606,0.01397989,25,0.749335017
S71,209980,63600,1994,7.45,9.8,1,1.99,0.25,15.15152,64.24242,0.6060606,0.02540509,34,0.663809078
S71,209980,63600,1999,7.4,9.25,1.1,2.445,0.01,15.15152,64.24242,0.6060606,0.02332348,25,0.704734576
S71,209980,63600,2000,7.5,11.1,1.05,1.975,0.01,15.15152,64.24242,0.6060606,0.01709344,27,0.798237358
S71,209980,63600,2003,7.045,10.15,1.25,1.995,0.25,15.15152,64.24242,0.6060606,0.0209107,28,0.968377598
S76,222790,69910,1991,6.75,11.05,1.65,0.65,0.25,0,100,0,0.01366848,31,0.57098202
S76,222790,69910,1995,7.45,11.2,1.45,0.54,0.25,0,100,0,0.03967391,24,0.591708075
S76,222790,69910,1999,7.275,9.75,1.55,0.69,0.25,0,100,0,0.0361413,27,0.541429103
S76,222790,69910,2000,7.375,11.4,1.45,0.46,0.25,0,100,0,0.025,30,0.689276313
S76,222790,69910,2003,6.735,10.15,1.55,0.9205,0.25,0,100,0,0.03125,21,0.602511273
S76,222790,69910,2005,6.95,10.595,1.4,0.464,0.25,0,100,0,0.02532609,26,0.693803684
S76,222790,69910,2006,6.755,10.775,1.45,0.441,0.25,0,100,0,0.0223913,33,0.281013452
S80,215830,68100,1992,6.95,10.35,1.2,1.3,0.01,8.333333,58.33333,0,0.02142292,22,1.512171538
S87,228780,61640,1991,7.5,11.8,1.2,5.1,0.2,38.46154,61.53846,0,0.0114578,17,0.320623023
S87,228780,61640,1993,7.6,11.2,1.1,5.09,0.11,38.46154,61.53846,0,0.01915601,15,0.76763572
S87,228780,61640,1994,7.7,11.55,1.3,4.93,0.09,38.46154,61.53846,0,0.02475703,10,0.754462079
S87,228780,61640,1995,7.7,10.95,1.3,4.87,0.075,38.46154,61.53846,0,0.02634271,21,0.511430536
S87,228780,61640,2000,7.725,10.85,1.15,5.23,0.115,38.46154,61.53846,0,0.01957801,12,0.85048996
S87,228780,61640,2004,7.36,11.555,1.25,4.96,0.1115,38.46154,61.53846,0,0.01441176,16,0.648411051
S94,249060,70890,1992,7,9.6,1.3,1.08,0.04,1.960784,43.13725,0,0.02713004,29,0.634396575
S94,249060,70890,1994,7.45,9.85,1.2,1.04,0.05,1.960784,43.13725,0,0.03520179,25,0.817579478
S94,249060,70890,1995,7.25,9.75,1.15,0.89,0.03,1.960784,43.13725,0,0.0367713,25,0.751188944
S94,249060,70890,1998,7.375,10.7,1.2,1.07,0.04,1.960784,43.13725,0,0.02600897,23,0.705632282
S94,249060,70890,1999,7.35,11.65,1.1,1.18,0.03,1.960784,43.13725,0,0.03766816,18,0.812205376
S94,249060,70890,2000,7.35,10.95,1.05,0.98,0.04,1.960784,43.13725,0,0.03026906,24,0.578210153
S94,249060,70890,2003,7.12,10.425,1.3,1.095,0.047,1.960784,43.13725,0,0.03901345,28,0.787796305
S94,249060,70890,2004,7.025,11.925,1.1,1.135,0.055,1.960784,43.13725,0,0.01913677,26,0.653665646
S94,249060,70890,2008,7.3,12.3,0.25,1.14,0.059,1.960784,43.13725,0,0.03116592,28,0.650520043
S101,247690,68110,1992,7.3,10,1.2,1.935,0.085,3.517588,54.27136,2.01005,0.01573746,20,0.745627005
S101,247690,68110,1994,7.5,10.1,1.2,1.815,0.05,3.517588,54.27136,2.01005,0.02625443,26,0.633028046
S101,247690,68110,1995,7.6,11.3,1.3,1.48,0.05,3.517588,54.27136,2.01005,0.02640649,28,0.408030295
S101,247690,68110,1998,7.6,9.8,1.2,1.92,0.05,3.517588,54.27136,2.01005,0.01632032,20,0.336430538
S101,247690,68110,1999,7.575,12.1,1.15,1.99,0.04,3.517588,54.27136,2.01005,0.03314749,16,0.669787057
S101,247690,68110,2000,7.675,11.65,1.3,1.76,0.06,3.517588,54.27136,2.01005,0.01931069,23,0.521727193
S101,247690,68110,2003,7.4,10.355,1.25,1.79,0.071,3.517588,54.27136,2.01005,0.02584896,27,0.391479926
S101,247690,68110,2004,7.28,12.5,1.1,1.94,0.08,3.517588,54.27136,2.01005,0.01353269,27,0.502499744
S101,247690,68110,2010,7.445,12.2,0.25,1.77,0.0335,3.517588,54.27136,2.01005,0.02306133,24,0.55663057
S101,247690,68110,2014,7.63,11.6,1,1.21,0.052,3.517588,54.27136,2.01005,0.01550938,26,0.490107714
S105,234610,59600,1994,7.8,9.55,1.1,6.035,0.05,61.53846,38.46154,0,0.02475806,25,0.908645637
S105,234610,59600,1995,7.9,10.55,1,5.18,0.025,61.53846,38.46154,0,0.02494624,28,0.663424638
S105,234610,59600,2000,7.875,10.85,1.35,5.835,0.0265,61.53846,38.46154,0,0.01751344,30,0.597106028
S105,234610,59600,2003,7.535,11.13,1.15,5.375,0.028,61.53846,38.46154,0,0.0233871,35,0.740979344
S105,234610,59600,2006,7.63,12,1.08,4.88,0.031,61.53846,38.46154,0,0.01467742,30,0.680010995
S108,238320,61390,1994,7.6,10.7,1.3,3.04,0.05,37.16216,43.91892,0.6756757,0.02769742,18,0.278322918
S114,252083,58639,2005,7.38,11.035,1.25,1.21,0.0245,7.526882,27.95699,3.225806,0.01755051,25,0.640549499
S119,154930,35070,1993,7.5,11.2,1.05,6.99,0.035,90,8,0,0.01302521,20,0.738709345
S134,168280,31440,1991,6.4,11,1.6,3.5,0.02,66.66667,33.33333,0,0.004410102,26,0.506857971
S134,168280,31440,1992,6.65,9.65,1,3.595,0.015,66.66667,33.33333,0,0.00895213,22,0.840888865
S134,168280,31440,1995,7.05,11.3,0.25,3.44,0.25,66.66667,33.33333,0,0.01843196,22,0.741302908
S134,168280,31440,1996,6.95,10.65,1.05,2.94,0.25,66.66667,33.33333,0,0.006012062,19,0.354849727
S140,443739,374030,2000,8.27,13,3.1,3.08,0.17,81.81818182,0,9.090909091,0.004307806,20,-0.792382527
S146,366614,84221,1992,8,10.5,1.35,5.855,0.12,30,70,0,0.02907143,22,-0.12184786
S146,366614,84221,1995,8.1,12,1.7,6.51,0.18,30,70,0,0.06014286,23,-0.113031101
S146,366614,84221,2005,7.875,9.315,1.775,5.025,0.229,30,70,0,0.02942857,25,0.350025499
S146,366614,84221,2009,7.97,11.345,1.7,4.355,0.2425,30,70,0,0.042,19,0.201260395
S153,308393,141394,2000,7.75,10.25,1.35,3.82,0.0295,44.44444,33.33333,0,0.01204485,32,-0.007240889
S153,308393,141394,2007,8.24,10.6,1.1,4.64,0.063,44.44444,33.33333,0,0.007770449,20,0.101569912
S155,290080,147570,2000,8.1,12,1.3,2.94,0.05,44.44444,22.22222,0,0.01747596,26,0.369478028
S155,290080,147570,2004,7.95,12.34,1.1,2.87,0.05,44.44444,22.22222,0,0.00875,31,0.317495596
S158,403980,460867,1995,7.76,8.9,1.2,0.48,0.25,0,12.12121212,0,0.039333333,23,0.697403351
S158,403980,460867,1999,7.64,9.3,1.6,0.655,0.02,0,12.12121212,0,0.025490196,22,0.729316915
S158,403980,460867,2000,7.72,11,1.7,0.54,0.02,0,12.12121212,0,0.033607843,20,0.918855809
S158,403980,460867,2002,7.57,11.85,2,0.473,0.0295,0,12.12121212,0,0.035490196,24,0.629681904
S159,442637,385457,1995,7.69,11.5,2.9,7.645,0.79,25,0,75,0.008915389,10,-0.361328221
S159,442637,385457,2000,7.84,10.5,3.3,6.59,1.25,25,0,75,0.006757524,12,-0.567439501
S193,470657,481383,1991,7.6,9.5,1.7,1.37,0.25,19.00826446,32.23140496,0.826446281,0.007314189,25,0.116703576
S193,470657,481383,1992,7.685,10.05,1.5,2.335,0.25,19.00826446,32.23140496,0.826446281,0.007804054,28,0.082237186
S193,470657,481383,1995,7.555,8.7,1.4,2.36,0.04,19.00826446,32.23140496,0.826446281,0.013344595,23,0.134104948
S193,470657,481383,1996,7.77,10.3,1.5,2.07,0.06,19.00826446,32.23140496,0.826446281,0.008243243,27,0.103244204
S193,470657,481383,2000,7.65,9.65,1.55,2.64,0.044,19.00826446,32.23140496,0.826446281,0.014298986,27,0.195353171
S193,470657,481383,2002,7.9,7.35,1.7,2.765,0.032,19.00826446,32.23140496,0.826446281,0.016570946,29,0.354398488
S205,401203,425864,1996,7.24,9.65,1.55,0.68,0.02,0,26.08695652,0,0.004941759,19,0.485498527
S205,401203,425864,1998,7.325,8.1,1.55,1.395,0.03,0,26.08695652,0,0.010308678,13,1.322091803
S205,401203,425864,1999,7.1,8.1,1.3,0.75,0.03,0,26.08695652,0,0.02137449,16,1.172724483
S205,401203,425864,2000,7.33,6.9,1.6,0.735,0.03,0,26.08695652,0,0.019161328,21,0.840043651
S210,460606,451392,2000,7.76,12.9,2,9.08,0.28,63.48314607,23.03370787,10.11235955,0.004110169,6,-0.424218519
S210,460606,451392,2003,7.85,11.4,1.9,8.645,0.201,63.48314607,23.03370787,10.11235955,0.004033898,16,-0.618405755
S210,460606,451392,2006,7.7,11.9,2,9.27,0.267,63.48314607,23.03370787,10.11235955,0.003584746,9,-1.411285203
S215,496174,479551,1995,7.535,8.95,1.55,6.4,0.135,59.09090909,10.1010101,3.03030303,0.013023256,25,-0.677872577
S215,496174,479551,2000,7.57,9.2,1.5,5.165,0.097,59.09090909,10.1010101,3.03030303,0.016705426,27,-0.200545791
S215,496174,479551,2002,7.7,9.5,1.6,5.89,0.083,59.09090909,10.1010101,3.03030303,0.026046512,27,-0.226753264
S215,496174,479551,2004,7.5,8,1.9,5.57,0.063,59.09090909,10.1010101,3.03030303,0.012131783,25,-0.290634519
S215,496174,479551,2006,7.7,10.9,1.8,4.42,0.054,59.09090909,10.1010101,3.03030303,0.018217054,28,-0.3069293
S215,496174,479551,2007,7.7,12.2,1.6,5.08,0.11295,59.09090909,10.1010101,3.03030303,0.018914729,25,-0.027755103
S218,480015,445697,1995,7.685,11.45,3.7,15.4,3.79,87.87878788,3.03030303,6.060606061,0.002153249,11,-0.467702248
S218,480015,445697,2000,7.78,11.4,3.2,13.2,4.19,87.87878788,3.03030303,6.060606061,0.004621726,11,-0.54294123
S218,480015,445697,2003,7.7,12,2.85,13.3,2.52,87.87878788,3.03030303,6.060606061,0.003200776,10,-0.465724026
S218,480015,445697,2004,7.8,12.25,4.2,10.8,3.525,87.87878788,3.03030303,6.060606061,0.001134821,11,-0.635986303
S220,457390,484236,1997,7.925,8.45,1.6,2.22,0.25,45.45454545,27.27272727,0,0.007585421,24,0.399063289
S221,403500,512173,2000,7.85,8.6,1.7,0.7965,0.028,0,17.85714286,0,0.01087108,23,0.532805423
S221,403500,512173,2003,8.2,10.55,1.5,0.718,0.021,0,17.85714286,0,0.010034843,24,0.641722463
S222,404483,516648,2000,7.79,11.55,1.95,0.65,0.03,0,38.23529412,0,0.017016889,30,0.768169253
S226,437290,375044,1997,7.47,9.2,3.95,7.455,1.405,23.80952381,38.0952381,38.0952381,0.006095618,6,-0.226412527
S226,437290,375044,1998,7.57,10.1,5,6.26,1.11,23.80952381,38.0952381,38.0952381,0.007689243,10,-0.486625799
S226,437290,375044,1999,7.55,10,4,5.37,0.79,23.80952381,38.0952381,38.0952381,0.010816733,6,-0.341960346
S226,437290,375044,2000,7.48,12.1,3.3,5.26,0.814,23.80952381,38.0952381,38.0952381,0.00936255,10,-0.210480195
S226,437290,375044,2005,7.3,11.15,2.25,5.5,0.392,23.80952381,38.0952381,38.0952381,0.009342629,11,-0.288144264
S229,455189,510137,2004,7.7,9.8,2.1,2.37,0.062,6.25,68.75,0,0.005101351,22,0.034983431
S240,430163,435590,1997,7.88,9.2,2.3,4.08,0.04,0,44.82758621,48.27586207,0.009761388,14,0.145251148
S240,430163,435590,1998,7.905,9.65,2.5,2.78,0.08,0,44.82758621,48.27586207,0.010701374,8,-0.358973632
S240,430163,435590,1999,7.915,8.1,1.95,3.495,0.06,0,44.82758621,48.27586207,0.017787419,19,0.012924233
S240,430163,435590,2000,7.82,8.8,2.2,3.02,0.08,0,44.82758621,48.27586207,0.014605929,13,-0.331415977
S240,430163,435590,2004,7.7,10.3,1.9,2.04,0.078,0,44.82758621,48.27586207,0.008582791,21,-0.005783132
S243,436598,428060,1995,7.71,10.6,1.8,10.41,0.04,57.69230769,3.846153846,38.46153846,0.00374502,13,-0.57868467
S243,436598,428060,2000,7.66,9,3,8.6,0.08,57.69230769,3.846153846,38.46153846,0.004123506,8,-0.608840213
S243,436598,428060,2005,7.8,8.55,1.65,7.95,0.0205,57.69230769,3.846153846,38.46153846,0.002948207,6,-0.262268247
S247,406096,440282,1995,7.675,9.2,1.5,1.685,0.04,0,44.68085106,10.63829787,0.014476987,14,-0.012987613
S247,406096,440282,1996,7.7,11,2.5,1.58,0.16,0,44.68085106,10.63829787,0.00474198,12,-0.533166049
S247,406096,440282,1997,7.635,9,2.35,2.08,0.08,0,44.68085106,10.63829787,0.007364017,15,-0.410301789
S247,406096,440282,1998,7.8,10.8,1.75,2.39,0.08,0,44.68085106,10.63829787,0.007461646,14,-0.198775069
S247,406096,440282,1999,7.735,10.7,2.55,1.93,0.115,0,44.68085106,10.63829787,0.014867503,13,-0.271044271
S247,406096,440282,2000,7.69,7.5,2.1,2.15,0.13,0,44.68085106,10.63829787,0.012405858,15,0.052498831
S247,406096,440282,2007,7.65,9.95,1.65,1.76,0.06055,0,44.68085106,10.63829787,0.012454672,23,0.160056535
S250,417679,420549,1995,7.19,9.95,2.8,2.08,0.115,0.247524752,35.64356436,12.87128713,0.011673469,9,-0.32265073
S250,417679,420549,1996,7.21,9.9,2.8,2.62,0.32,0.247524752,35.64356436,12.87128713,0.002757143,8,-0.599424672
S250,417679,420549,1997,7.32,10.75,2.7,2.795,0.235,0.247524752,35.64356436,12.87128713,0.00477551,13,-0.348041511
S250,417679,420549,1998,7.405,10.65,2.2,3.075,0.215,0.247524752,35.64356436,12.87128713,0.006122449,13,-0.209137572
S250,417679,420549,1999,7.385,9.5,2.25,2.665,0.135,0.247524752,35.64356436,12.87128713,0.012040816,9,-0.513397551
S250,417679,420549,2000,7.44,10.7,2.9,2.14,0.14,0.247524752,35.64356436,12.87128713,0.011040816,10,-0.332148798
S250,417679,420549,2003,7.4,9.1,1.9,2.99,0.136,0.247524752,35.64356436,12.87128713,0.009755102,12,-0.368573033
S250,417679,420549,2006,7.45,11.45,2.4,2.985,0.1175,0.247524752,35.64356436,12.87128713,0.006693878,10,-0.091631827
S250,417679,420549,2014,7.54,9.9,2.03,2.62,0.113,0.247524752,35.64356436,12.87128713,0.010489796,16,0.153498059
S251,439488,424523,2000,7.57,9.9,2.6,5.84,0.12,40,13.33333333,46.66666667,0.017043011,7,-0.764453557
S272,506199,453789,1999,8.125,11.45,1.3,8.505,0.035,97.96511628,0.581395349,1.162790698,0.013601399,23,-0.618439625
S272,506199,453789,2000,7.945,12,1.65,8.695,0.04,97.96511628,0.581395349,1.162790698,0.010445804,24,-0.687757673
S272,506199,453789,2004,7.75,11.9,1.6,8.72,0.0215,97.96511628,0.581395349,1.162790698,0.008068182,20,-0.493751616
S272,506199,453789,2006,8,14.4,1.4,9.08,0.021,97.96511628,0.581395349,1.162790698,0.006643357,14,-0.583737363
S282,414123,412701,1996,7.3,9.5,1.85,5.14,0.485,0,56.32183908,8.045977011,0.005428769,9,-0.60594872
S282,414123,412701,1997,7.52,10.6,1.6,6.34,0.44,0,56.32183908,8.045977011,0.006514523,9,-0.630313787
S282,414123,412701,1998,7.42,9.05,1.85,5.56,0.39,0,56.32183908,8.045977011,0.008105118,6,-0.400670887
S282,414123,412701,1999,7.375,10.15,1.95,5.67,0.25,0,56.32183908,8.045977011,0.013278008,6,-0.485182467
S282,414123,412701,2000,7.38,8.3,1.75,4.55,0.245,0,56.32183908,8.045977011,0.013423237,10,-0.43059392
S322,516608,467542,2000,8.07,11.35,1.9,11.75,0.046,98.82352941,1.176470588,0,0.000477083,10,-0.712950218
S322,516608,467542,2002,8,12.2,1.9,12.1,0.049,98.82352941,1.176470588,0,0.001195833,18,-0.295044856
S335,403042,602202,2003,8,10,1.4,1.92,0.039,13.20754717,56.60377358,0,0.011040462,21,0.259395556
S335,403042,602202,2006,8.1,8.9,1.7,2.615,0.028,13.20754717,56.60377358,0,0.009768786,26,0.28841353
S335,403042,602202,2007,8.05,10.8,1.41,1.93,0.03265,13.20754717,56.60377358,0,0.009942197,31,0.30961001
S348,417218,586168,2005,8,9.8,1.5,1.38,0.25,17.70833333,40.625,0,0.004942569,27,0.546952656
S348,417218,586168,2007,8,10.3,1.12,1.875,0.25,17.70833333,40.625,0,0.004176819,27,0.450237505
S353,426684,581394,2004,8.1,11.4,1.6,0.875,0.136,53.81944444,38.54166667,5.555555556,0.001208241,28,-0.074596454
S353,426684,581394,2008,8.2,10.3,1.4,1.02,0.087,53.81944444,38.54166667,5.555555556,0.001950631,28,-0.067965734
S372,405195,561938,2002,8.1,11.5,2.05,0.8505,0.045,4.10022779,29.88610478,0.364464692,0.01273212,22,0.560921023
S373,390400,573300,2003,7.55,8,1.6,1.985,0.042,0.790513834,16.30434783,0,0.015751861,27,0.605421577
S373,390400,573300,2005,7.7,9.9,1.3,1.69,0.078,0.790513834,16.30434783,0,0.017270471,22,0.774921662
S379,363199,592909,2004,7.6,9.4,1.4,0.25,0.25,0,0,0,0.008835034,27,0.879846309
S381,426455,565920,2003,7.95,11.55,2.135,2.07,0.2105,37.93103448,8.620689655,50,0.002854545,13,-0.417495424
S381,426455,565920,2006,7.9,9.65,2,2.215,0.1295,37.93103448,8.620689655,50,0.002527273,11,-0.229025794
S382,438126,370822,2000,7.44,8.7,2.1,2.07,0.08,10,50,25,0.006727273,11,-0.482324455
S387,407745,550269,2004,7.7,10.55,1.85,2.745,0.403,1.315789474,32.23684211,0,0.003271186,16,0.15468145
S389,414658,556178,2002,7.95,11.4,1.9,4.745,1.25,28.57142857,57.14285714,0,0.007187113,19,0.735550694
S389,414658,556178,2005,8.2,10.2,1.2,5.61,0.679,28.57142857,57.14285714,0,0.006361008,19,0.775943457
S411,366757,560503,2004,7.9,8.4,1.5,0.203,0.25,0,23.40425532,0,0.008774464,26,0.74754526
S412,371632,546786,2005,7.95,8.35,1.2,0.241,0.25,0,29.03225806,0,0.021012658,8,0.747518092
S412,371632,546786,2007,7.65,9.6,1.16,0.4375,0.25,0,29.03225806,0,0.017805907,11,0.886046124
S419,386392,582335,2006,7.75,8.3,1.7,0.381,0.25,0,18.5840708,0,0.006137289,21,0.310476629
S419,386392,582335,2007,8.05,13.15,1.325,0.2315,0.25,0,18.5840708,0,0.006311809,21,0.488220656
S420,414258,415787,1991,7.315,10.7,2.55,3.68,0.475,1.01010101,53.53535354,11.11111111,0.008552361,7,-0.668084611
S420,414258,415787,1992,7.305,8.75,2.8,3.335,0.275,1.01010101,53.53535354,11.11111111,0.008321355,6,-0.560804847
S420,414258,415787,1993,7.34,7.9,2.3,6.205,0.25,1.01010101,53.53535354,11.11111111,0.013244353,7,-0.649930707
S420,414258,415787,1995,7.42,9.45,2.2,3.24,0.1,1.01010101,53.53535354,11.11111111,0.017043121,8,-0.346079419
